numero_votavel,sigla_uf,nome_partido,nome_votavel,total_votos
1092,SP,PRB,MARLENE MIRA,584
1100,SP,PP,GUILHERME MUSSI,156297
1212,SP,PDT,DR. MACHADO,4307
1342,SP,PT,MAURICIO MORAES,5995
1368,SP,PT,ADRIANO DIOGO,54904
1398,SP,PT,PAULO TEIXEIRA,111301
2525,SP,DEM,RODRIGO GARCIA,336151
3663,SP,PTC,DR. RONALDO FONTES,1661
4344,SP,PV,ROBERTO DE LUCENA,67191
4477,SP,PRP,CORONEL AZOR,14936
4540,SP,PSDB,SILVIO TORRES,175310
5544,SP,PSD,JEFFERSON CAMPOS,161790
7777,SP,SD,PAULINHO DA FORÇA,227186
13,SP,PT,PT,563482
16,SP,PSTU,PSTU,9086
45,SP,PSDB,PSDB,974088
2010,SP,PSC,PASTOR MARCO FELICIANO,398087
2222,SP,PR,TIRIRICA,1016796
1440,SP,PTB,BADY DA PENSÃO,1816
1510,SP,PMDB,WALTER VICIONI,54134
2255,SP,PR,MILTON MONTI,115942
3132,SP,PHS,CARLOS RAMOS,9049
4575,SP,PSDB,CLEOMENES JR,2612
5123,SP,PEN,IVAN CASSARO,30307
4080,SP,PSB,DR UBIALI,77963
4300,SP,PV,WILLIAM WOO,54186
4517,SP,PSDB,MARA GABRILLI,155143
6555,SP,PC do B,PROTÓGENES QUEIROZ,27978
22,SP,PR,PR,17039
23,SP,PPS,PPS,14186
54,SP,PPL,PPL,9205
1369,SP,PT,DEVANIR RIBEIRO,60808
1500,SP,PMDB,PAULO LIMA,34298
4007,SP,PSB,RENATO DI MATTEO,40866
4030,SP,PSB,FLAVINHO,90437
1011,SP,PRB,SERGIO REIS,45330
5513,SP,PSD,EDUARDO SOLTUR,42058
5515,SP,PSD,ROBERTO SANTIAGO,69604
4094,SP,PSB,MARCO PELLEGRINI,5912
1640,SP,PSTU,ALESSANDRA LIMA,510
1920,SP,PTN,ROGERIO LINS,53380
2011,SP,PSC,GILMARA,18332
4544,SP,PSDB,FLORIANO PESARO,113949
5566,SP,PSD,JUNJI ABE,79909
14,SP,PTB,PTB,19698
1085,SP,PRB,VINICIUS CARVALHO,80643
51,SP,PEN,PEN,2618
1070,SP,PRB,JOSE MARIO,831
1310,SP,PT,HAMILTON PEREIRA,77325
2513,SP,DEM,ALEXANDRE LEITE,109708
4050,SP,PSB,ALEXANDRE RODRIGUES,19488
4511,SP,PSDB,DR. ROBERTO GUASTELLI,8357
1036,SP,PRB,PAULO BASSOLI,766
1040,SP,PRB,NADIA BACCHI,2276
4010,SP,PSB,APRIGIO,41047
4040,SP,PSB,DR. AIDAN,50473
4043,SP,PSB,ALEX MATOS,10650
4315,SP,PV,DR. JOÃO PAULI,10252
4363,SP,PV,JUNIOR FELISBINO,5380
4500,SP,PSDB,CARLOS SAMPAIO,295623
7747,SP,SD,ZÉ LUIZ DO SINDICATO,38808
7799,SP,SD,JOÃO DADO,70370
1335,SP,PT,VALMIR PRASCIDELLI,84419
1513,SP,PMDB,DR. SATO,3756
4522,SP,PSDB,PAPA,117590
1340,SP,PT,PAIVA,9846
1390,SP,PT,VICENTINHO,89001
19,SP,PTN,PTN,4776
4547,SP,PSDB,MIGUEL HADDAD,168278
5512,SP,PSD,RAFAEL DEMARCHI,31583
4091,SP,PSB,PROFA. HELOISA HELENA,354
4355,SP,PV,CORREA NEVES JR,29089
1567,SP,PMDB,FERREIRA PINTO,12114
1044,SP,PRB,BETO MANSUR,31301
2515,SP,DEM,JOÃO PINHONI,15111
3377,SP,PMN,PROFº GILBERTO CARDOSO,792
4303,SP,PV,FABIANO PINGUIM,25255
4556,SP,PSDB,IZAQUE SILVA,33724
3334,SP,PMN,ADIZIO MARANHÃO,157
1218,SP,PDT,NOVAES,285
2014,SP,PSC,DR. REY (DR. HOLLYWOOD),21371
2800,SP,PRTB,JOÃO GARCIA,2603
4341,SP,PV,ANDRÉ MIRAGAIA,3234
4580,SP,PSDB,SAMUEL MOREIRA,227210
4599,SP,PSDB,MARCOS OLIVER,1517
1424,SP,PTB,ELIANA MESSIAS,272
10,SP,PRB,PRB,9178
5005,SP,PSOL,EVANIO,7866
1713,SP,PSL,CLAUDINEI HABACUQUE,3871
29,SP,PCO,PCO,2717
3696,SP,PTC,HEITOR TOMMASINI,168
1089,SP,PRB,SOUZA MAGAZINE,2236
65,SP,PC do B,PC DO B,12840
2121,SP,PCB,TAYAR,970
2012,SP,PSC,JAIMINHO,8967
4395,SP,PV,DRA MARCIA ZUCCHI,2277
1001,SP,PRB,BATORE,4672
2077,SP,PSC,ROBINHO JORNAL CAMINHONEIRO,1483
1336,SP,PT,VANDERLEI SIRAQUE,53285
4373,SP,PV,W. CARDOSO,202
1177,SP,PP,RODRIGO OLIVEIRA GUERRA,8316
1315,SP,PT,HELCIO SILVA,43872
3125,SP,PHS,MARCELO CANDIDO,1427
4340,SP,PV,BAZELAU RAMOS,15550
4520,SP,PSDB,ORESTES TAMBOLIN,5279
4532,SP,PSDB,CAROLINA VIEIRA,2915
7770,SP,SD,ALOYSIO PASSOS,1232
2724,SP,PSDC,MARCOS NEVES,1221
1480,SP,PTB,SOUZA,535
1516,SP,PMDB,RENATO GALDINO,5401
4566,SP,PSDB,DE PAULA,20151
5001,SP,PSOL,BORRACHA,611
7030,SP,PT do B,ADEMIR LOPES,5491
4446,SP,PRP,OSMAR TOYAMA,281
4454,SP,PRP,TONINHO CORREDOR,3023
5166,SP,PEN,BÉPE PANTERA,2774
17,SP,PSL,PSL,3680
7755,SP,SD,CUNHA LIMA,2938
4326,SP,PV,EDSON TADEU,3339
4514,SP,PSDB,NEWTON - O HOMEM DO CHAPEU,2702
1306,SP,PT,CASSIA MURER,1505
1425,SP,PTB,GUGU,1604
4305,SP,PV,ELANIA NANINHA MELO,355
20,SP,PSC,PSC,11620
1323,SP,PT,JOSIAS REIS,2610
1445,SP,PTB,MARIA FUENTES,589
1544,SP,PMDB,EDMAR LUZ,1285
1094,SP,PRB,PAULO SCALFI,768
1277,SP,PDT,EDUARDO SILVA,2736
1423,SP,PTB,GERALDO,2199
1170,SP,PP,DELEGADA GRACIELA,59435
4070,SP,PSB,DR NECHAR,50257
2828,SP,PRTB,HAVANIR,10668
1099,SP,PRB,ZE CARDOSO,10391
5065,SP,PSOL,ALDO SANTOS,2466
1004,SP,PRB,KLEBER LEITE,9944
1347,SP,PT,DERLI DO PT,5219
1562,SP,PMDB,ALEX HATO,27715
2084,SP,PSC,RODRIGO PEDROSO,2104
5040,SP,PSOL,ZÉ DA ZEBRA,380
2240,SP,PR,ANDERSON NÓBREGA,11230
4012,SP,PSB,ELISEU GABRIEL,64932
4390,SP,PV,RODRIGO METTESTAINER,999
5075,SP,PSOL,DOUGLAS BELCHIOR,11710
4005,SP,PSB,LUIZ CARLOS BENTO,1357
1382,SP,PT,DRA. MARCIA,997
1067,SP,PRB,CELSO REIMANN,303
1530,SP,PMDB,BRUNA LEE,2123
1166,SP,PP,MARCELO MARIANO,3050
1389,SP,PT,JULIANO SERRANO,1734
1505,SP,PMDB,MAURICIO CARNEIRO,10946
1029,SP,PRB,EDSON TATSUMI SAKAUE,2292
2238,SP,PR,ODAIR DO PAULISTA,9215
7779,SP,SD,DRA. ANTONIA TANG,1702
1008,SP,PRB,INGRID VANESSA,240
1561,SP,PMDB,TIA LÚ,181
3189,SP,PHS,GUSTAVO DO RAULINO,1180
1536,SP,PMDB,DR. ADEL,9436
5177,SP,PEN,CARLÃO INPAMA - CG,9374
1221,SP,PDT,ABDO MAZLOUM,12360
5051,SP,PSOL,JOÃO AMORIM,2466
4020,SP,PSB,JOAO DOS SANTOS ALVES SOBRINHO,1849
1914,SP,PTN,ROBSON DE PAULA,785
1416,SP,PTB,LIRO MAIA,4755
1531,SP,PMDB,PROFESSOR VAZZ,588
1113,SP,PP,GERVASIO DA HABITAÇÃO,21402
2909,SP,PCO,VINÍCIUS SOUZA,568
3323,SP,PMN,TONINHO MONTEIRO,5436
1558,SP,PMDB,DR. FERNANDO,1223
4378,SP,PV,JORGE KINA,3821
4367,SP,PV,ZE DO TROCO,762
4405,SP,PRP,WALTER AZEVEDO,737
1540,SP,PMDB,ÍNDIA,686
4508,SP,PSDB,JESSE CORREA,2936
4084,SP,PSB,ROBERTO MOHAMED,2523
4581,SP,PSDB,ELZINHA,337
1387,SP,PT,JANETE PIETÁ,77595
1474,SP,PTB,CHIQUINHO MIGUEL,4447
5055,SP,PSOL,JOÃO LEITE,2066
1002,SP,PRB,DR. RONALDO,10076
1393,SP,PT,SONINHA DO MEIO AMBIENTE,1424
2262,SP,PR,DINIZ LOPES,13716
1220,SP,PDT,WILLIAM AFFONSO,5048
2234,SP,PR,PORTELLA,1497
1541,SP,PMDB,SEBASTIAO SANTOS,1213
1476,SP,PTB,SUZANA GODOI,124
4033,SP,PSB,JOÃO VIDAL,9363
1477,SP,PTB,TAIU BUENO,3189
1366,SP,PT,CAIO DEZORZI,3281
1030,SP,PRB,JOÃO FARIAS,18120
1411,SP,PTB,PAULO DINIZ,1197
2325,SP,PPS,EDNA,2277
1258,SP,PDT,WILSON COELHO,1454
4087,SP,PSB,MARCOS TALARICO,1507
1363,SP,PT,NEGA PINAH,2090
4014,SP,PSB,ZÉ LEIDIANE,3858
3399,SP,PMN,SALSICHA,4319
1349,SP,PT,REINALDO,693
5586,SP,PSD,DÉLBIO TERUEL,18444
1081,SP,PRB,DR. JEFERSON CAMILLO,284
4412,SP,PRP,CARLOS CANBRASIL,635
4524,SP,PSDB,GALENO,1983
2025,SP,PSC,SERGINHO CARDOSO,2766
1255,SP,PDT,FABRICIO DO BALÃO,699
7778,SP,SD,PAULO LOPES,6577
1074,SP,PRB,MASTROBUONO,479
3693,SP,PTC,BOMBEIRO LUCIANO FREIRE,924
3131,SP,PHS,VICTOR PERINA,32622
1080,SP,PRB,MARCELO SQUASONI,30315
2777,SP,PSDC,PADRE JADER PEREIRA,2577
1578,SP,PMDB,CARTEIRO GEILSON,703
3156,SP,PHS,TIDE,1683
3106,SP,PHS,PASTORA JERUSA,762
4013,SP,PSB,APOLINÁRIO,1509
5561,SP,PSD,DOUTORA GISELDA BOMFIM,377
3606,SP,PTC,JULIANA SILVA,61
4399,SP,PV,PROFESSOR FRIZI,1799
3677,SP,PTC,CLEBER FARIA,718
2867,SP,PRTB,MAURICIO DE SOUZA,595
4352,SP,PV,CASQUINHA,2614
1307,SP,PT,ROSENIL,2333
2045,SP,PSC,DIEGO ORTIZ,12979
2351,SP,PPS,POLLYANA GAMA,35854
2551,SP,DEM,ODECIO BRAGA,960
4313,SP,PV,NATHALIE SARPE,2044
4025,SP,PSB,CMT. MILHOMENS,1991
1700,SP,PSL,MARCELO ORTIZ,32195
1537,SP,PMDB,LEIA BRANDAO,98
5044,SP,PSOL,ALEXANDRE CASTILHO,4488
3344,SP,PMN,PROFº. ARLEM,528
5052,SP,PSOL,NEGO DA MARUCA,2065
2199,SP,PCB,LÍGIA FERNANDES,536
1317,SP,PT,RACHEL MORENO,2940
3119,SP,PHS,SARGENTO TARCÍSIO,876
1543,SP,PMDB,DR. AJURICABA,905
1059,SP,PRB,ELIAS CORDEIRO,660
1125,SP,PP,ANITA LIMA,884
4081,SP,PSB,DR. ALVARO PANTALEÃO MEDICO,402
4023,SP,PSB,DICO,2026
4051,SP,PSB,FERNANDO COSTA SILVA,698
2220,SP,PR,KADU GARÇOM,11724
1018,SP,PRB,DR RICARDO YOSHIO,14984
1324,SP,PT,JOSE ANTONIO,1706
2266,SP,PR,BERNARDÃO,460
5137,SP,PEN,EDISON MATEUS,5832
2735,SP,PSDC,JORGE HENRIQUE,410
1413,SP,PTB,PROFª ROSIRIS,891
4037,SP,PSB,AMILTON PACHECO,2349
5097,SP,PSOL,ROBINSON GOMES,276
1087,SP,PRB,GIBI EX ORIGINAIS DO SAMBA,644
2079,SP,PSC,PAULO NEME,10179
4597,SP,PSDB,PASTORA ISA,678
1240,SP,PDT,LILITA,273
4059,SP,PSB,DRA JUNIATA,2872
2056,SP,PSC,MARCELO MIRANDA,275
3198,SP,PHS,MAURÃO FERNANDES,508
4413,SP,PRP,COBRADOR CABEÇA,282
3699,SP,PTC,CHIQUINHO CONCEIÇÃO,2648
1449,SP,PTB,DINA MARA,120
5112,SP,PEN,PASTOR CARLINHOS NENÊ,6646
4048,SP,PSB,NESSA CABRAL,197
5180,SP,PEN,DR. ZÉ MANÉ,1268
1521,SP,PMDB,TIO DO DOCE,476
1280,SP,PDT,TCHESCO,836
4061,SP,PSB,RAFAEL CORREIA,198
4304,SP,PV,DUDA NUNES,1714
4317,SP,PV,PROF. MARCELO,1515
1048,SP,PRB,ADRIANO VITAL,1024
1463,SP,PTB,TÂNIA CARVALHO,382
5121,SP,PEN,MARQUITO ENFERMEIRO,1055
4028,SP,PSB,PROF. TOSCANO,3260
7023,SP,PT do B,ADRIANA,447
2939,SP,PCO,FLORISVALDO,216
3646,SP,PTC,ZÉ DA ESTRADA,494
1491,SP,PTB,PAULINHO SASAKI,10442
4465,SP,PRP,WANDERLEY DIOGO,2657
5034,SP,PSOL,FELIPE MAROPO,529
5107,SP,PEN,ADILSON NICOLETTI,7559
1093,SP,PRB,DALVA DE OLIVEIRA,118
5158,SP,PEN,DOLORES ARIETA (LOLLYN),470
4447,SP,PRP,JC PEREIRA,145
5570,SP,PSD,TECO,35018
2715,SP,PSDC,PROFESSOR LINDBERG,2283
4596,SP,PSDB,BETE SANTOS,311
2068,SP,PSC,ANTONIO SANDOVAL,1223
5067,SP,PSOL,EMILSON ROVERI,1911
4097,SP,PSB,PROFESSOR THIAGO DA ACADEMIA,4222
1063,SP,PRB,ANDRÉA MARCIA,200
5002,SP,PSOL,CREUSA LIMA,241
1420,SP,PTB,MOURA FREIRE,546
5013,SP,PSOL,PROFESSOR BRUNO,2071
1379,SP,PT,NEIDE TAMEIRÃO,780
4425,SP,PRP,ANDERSON DA SILVA,1012
1077,SP,PRB,HILDEBRANDO ALMEIDA (BRANDÃO),1776
3339,SP,PMN,DUDU DO RAINHA,312
4038,SP,PSB,ANA PEREIRA,605
1049,SP,PRB,ELISSANDRA ARAUJO,391
1403,SP,PTB,DO CARMO ROCHA,594
1417,SP,PTB,CARLOS TREVISAN,684
3174,SP,PHS,PAULO SOUTO,326
4328,SP,PV,PAULA CAMPOS,5131
7737,SP,SD,CYBELE FRANZY,824
1498,SP,PTB,PAULO BARUFI,11604
5187,SP,PEN,ALEXANDRE MORATO,1369
5076,SP,PSOL,ALEX MOTA,1996
3117,SP,PHS,MARIVALDO RODRIGUES,49
1053,SP,PRB,JAIR SANTANA,2520
9070,SP,PROS,JORGE SALGADO,9974
5132,SP,PEN,DILZA MURAMOTO,2162
4393,SP,PV,PROFESSORA VANIA MARQUESINI,790
4398,SP,PV,MARCIA PUPIM,184
4325,SP,PV,JOÃO BATISTA,453
2799,SP,PSDC,TOZADORE,462
5120,SP,PEN,DENISE ABREU,2638
1060,SP,PRB,ELIANA SANTOS,130
1086,SP,PRB,DRª ELIPÉRSIDA - DRA. ELI,317
4423,SP,PRP,ANDREA LETICIA,250
1026,SP,PRB,JOEL PEREIRA,262
5141,SP,PEN,CRISTIANO ROGER CANUTO,472
3337,SP,PMN,RENAN BENTO,2321
1554,SP,PMDB,EURÍPEDES DE CASTRO JUNIOR,1045
1711,SP,PSL,ITO,544
2731,SP,PSDC,ZÉLIA DA CRIANÇADA,149
4484,SP,PRP,SILVANA MARCONDES,472
2853,SP,PRTB,BENE COELHO,512
1588,SP,PMDB,ALEXANDRE RUFFINO,1046
4383,SP,PV,MARIO,538
4386,SP,PV,MARCELO SA,48
1557,SP,PMDB,MARCELO 'MILK',1022
1723,SP,PSL,GALLEONI,559
1265,SP,PDT,CIDA BARROS,309
5048,SP,PSOL,ROSA DO PSOL,174
5193,SP,PEN,BOMBEIRO SAMPAIO,224
7768,SP,SD,JB SILVA,164
5102,SP,PEN,JOSIANE BARRICHELLO,52
1907,SP,PTN,EDUARDO GIRON,606
5041,SP,PSOL,WILLY,212
4416,SP,PRP,PIT,610
1559,SP,PMDB,NEIA,73
5042,SP,PSOL,PROFESSORA MARIA JOSÉ,351
2399,SP,PPS,JOSILDO FERREIRA,802
7002,SP,PT do B,MIRO BARCELLOS,163
4098,SP,PSB,TEREZA DE CÁSSIA,88
1936,SP,PTN,ANDERSON DA ACESSIBILIDADE,850
4503,SP,PSDB,SERGIO STORTI,795
1308,SP,PT,MARIA DE LOURDES,1352
1042,SP,PRB,ROSICLER RIBEIRO,1003
7701,SP,SD,CÁSSIO VIEIRA,1683
1605,SP,PSTU,LETICIA HASTENREITER,54
1446,SP,PTB,JANAINA MOREIRA,732
2301,SP,PPS,FELIPPE MENDONÇA,1574
1518,SP,PMDB,LILIAN BLECH,191
1527,SP,PMDB,PAULO JACOB ROSAN,229
1955,SP,PTN,CARLOS LAPIQUE,2002
2248,SP,PR,VANESSA FEDORYSZYN,30
2700,SP,PSDC,EZIO BALBINO,3308
2883,SP,PRTB,CARLOS FERNANDO,422
1041,SP,PRB,VLAMIR BERNARDES,2079
2377,SP,PPS,DR. ZECA,505
2919,SP,PCO,ANTÔNIO JÚNIOR,171
2771,SP,PSDC,BRANDÃO AMIGÃO,1081
1910,SP,PTN,DAVI CICHETTO,348
2727,SP,PSDC,JOSÉ CARLOS EYMAEL,934
1469,SP,PTB,PÉRICLES FORMIGONI,541
9012,SP,PROS,DENISE,1215
3314,SP,PMN,MARCIO TOMAZELA,3109
4478,SP,PRP,JOAO DE MAUÁ,2018
4309,SP,PV,PIRRAIA,235
3144,SP,PHS,ELIAS DOS ANJOS,1445
3139,SP,PHS,FABIANO DA FARMÁCIA,6313
5008,SP,PSOL,GENTIL,1337
4347,SP,PV,VALCACI CANAÃ,235
4466,SP,PRP,DR. MARCEL MUSCAT,612
2797,SP,PSDC,FILINHA,340
1083,SP,PRB,ADRIANA NEVES,848
2740,SP,PSDC,PADRE,325
2041,SP,PSC,ANDREIA DO CELINHO,258
3641,SP,PTC,AGNALDO SAMPAIO,658
4403,SP,PRP,MARCIA ROCHA,55
2752,SP,PSDC,CRISTIANE MOURÃO,90
4491,SP,PRP,PASTOR SILVIO,130
7722,SP,SD,RUBÃO DOS APOSENTADOS,607
4358,SP,PV,VALDELICIO ANDRADE,135
3624,SP,PTC,SOUZA PIAUI,693
4073,SP,PSB,JENIFER SILVA,126
2801,SP,PRTB,PROF. CRIS,43
1571,SP,PMDB,XIM,199
1584,SP,PMDB,SONIA ALVES,50
3172,SP,PHS,DEUSDEDIT,2757
4488,SP,PRP,NARA SANTANA,569
5009,SP,PSOL,ENEIDA KOURY,1930
5043,SP,PSOL,ANTONIO LIMEIRAS,151
3331,SP,PMN,RUSSO,1109
2823,SP,PRTB,MÔNICA FERRE,240
4372,SP,PV,MARK BATTIS,259
5140,SP,PEN,CARLOS DE PÁDUA,179
5195,SP,PEN,JOÃO CARLOS,139
5134,SP,PEN,ANDREA COSTA,249
4381,SP,PV,MIRANICE,195
2730,SP,PSDC,IZAMAR,535
5071,SP,PSOL,MARCELO SAMPAIO,716
2808,SP,PRTB,CHRISTINA BORMANN,65
4376,SP,PV,PAOLA ELIDE,96
1447,SP,PTB,JULIO CAMPANHA,5030
3166,SP,PHS,PROF. CASTELO BRANCO,178
1735,SP,PSL,VALMIR OLHO DE LOBO,2100
1766,SP,PSL,CAPITÃO BUENO (DRAGÃO),605
1722,SP,PSL,JOÃO DO GESSO,218
3151,SP,PHS,DELDI TEIXEIRA,552
1909,SP,PTN,SILAS VAZ,739
7735,SP,SD,ALAN JACUÍ,2521
2717,SP,PSDC,PAULO FALCIROLLI,621
1279,SP,PDT,ROBERTO NASCIMENTO,119
4417,SP,PRP,ELAINE PIDORI,219
3105,SP,PHS,BENEDITA OLIVEIRA,211
4402,SP,PRP,DELMA,88
5198,SP,PEN,LUCAS SECÁRIO NOVO,269
2785,SP,PSDC,SUBTENENTE ESTHER,333
1462,SP,PTB,SERGIÃO,157
3109,SP,PHS,MARCIA FERRAZ,603
1980,SP,PTN,ROSANGELA MUNIZ,502
5064,SP,PSOL,PROF. RICARDO,243
2071,SP,PSC,PROFESSOR WELLINGTON COSTA,448
7757,SP,SD,MARCIO BORGES,951
5074,SP,PSOL,RIBAMAR PASSOS,393
5162,SP,PEN,LUCYNHA LUZ,173
4027,SP,PSB,ERASMO VIEIRA,321
2216,SP,PR,PROFª IZILDINHA,245
5032,SP,PSOL,RODRIGO MARTINS,1067
1203,SP,PDT,IRACY NENE,81
5083,SP,PSOL,EVA RODRIGUES,244
5036,SP,PSOL,TONINHO DA ANGAVEL,1287
3616,SP,PTC,PROFESSOR JEFFERSON TORRES,430
1057,SP,PRB,JENNIFER MISAEL,58
1657,SP,PSTU,MARIA APARECIDA BATISTA,48
1249,SP,PDT,ROSEMARY,337
7016,SP,PT do B,OSVALDO LAMPIÃO,285
2810,SP,PRTB,DICLEI DA FARMÁCIA,674
7782,SP,SD,TIA DANDA,888
3181,SP,PHS,GINA ARIETTI,92
5086,SP,PSOL,NEUZA MENDES,321
3601,SP,PTC,APARECIDA DE JESUS,160
3637,SP,PTC,SERGIO GRILLO,322
2719,SP,PSDC,THAIS,480
3126,SP,PHS,COLETA,465
7008,SP,PT do B,ANDRE ASSESSOR,112
2802,SP,PRTB,ENILDO INÁCIO,77
7052,SP,PT do B,PEPITA,103
2897,SP,PRTB,GUILHERME ORTIZ,259
5035,SP,PSOL,MÁRCIA VIEIRA,86
4495,SP,PRP,DR. RICARDO,292
1212,GO,PDT,FLAVIA MORAIS,159122
1515,GO,PMDB,IRIS DE ARAÚJO,66234
2777,GO,PSDC,GERCINO DOS SANTOS,292
4545,GO,PSDB,GIUSEPPE VECCI,120283
4565,GO,PSDB,JOAO CAMPOS,107344
4578,GO,PSDB,FÁBIO SOUSA,82204
5500,GO,PSD,HEULER CRUVINEL,90877
5555,GO,PSD,JOSÉ MÁRIO SCHREINER,71832
7777,GO,SD,LUCAS VERGÍLIO,78387
45,GO,PSDB,PSDB,44172
50,GO,PSOL,PSOL,2332
1314,GO,PT,OLAVO NOLETO,35923
20,GO,PSC,PSC,1746
22,GO,PR,PR,3877
14,GO,PTB,PTB,5944
4540,GO,PSDB,MIRIAM ASSESSORA,279
2727,GO,PSDC,JOAB LOBO,847
1422,GO,PTB,NONATO VIEIRA FONTENELE,216
1105,GO,PP,ROBERTO BALESTRA,85534
2512,GO,DEM,THIAGO MATIAS,5024
4515,GO,PSDB,VALDIVINO DE OLIVEIRA,20033
19,GO,PTN,PTN,832
1315,GO,PT,CARDOSINHO,2653
1500,GO,PMDB,DR. ADELMO,1401
1300,GO,PT,NAUDIA FAEDO,3152
2040,GO,PSC,WEMERSON QUEIROZ,2331
4570,GO,PSDB,CARMELITA GOMES,656
4040,GO,PSB,DR. ENNIO BASTOS,2680
2710,GO,PSDC,BISPO GERALDO LIMA,482
1971,GO,PTN,MARCÃO DO JARDIM CANEDO,411
5522,GO,PSD,CLEOVAN,856
1520,GO,PMDB,WAGNER OLIVEIRA,850
4433,GO,PRP,JOSÉ SANTANA,383
5033,GO,PSOL,CEARÁ DO LANCHE,756
2719,GO,PSDC,ROCHA,172
2828,GO,PRTB,ORLANDO ALVES,567
2077,GO,PSC,JORGE KERPEN,351
2522,GO,DEM,MARIETA RAMIRO,35
5050,AP,PSOL,MACEDO,2357
5533,AP,PSD,WALTER BENATHAR,1653
13,AP,PT,PT,1819
15,AP,PMDB,PMDB,2941
31,AP,PHS,PHS,215
65,AP,PC do B,PC DO B,190
95,AP,,BRANCO,11056
1100,AP,PP,TELMA NERY,9247
1111,AP,PP,EURICELIA CARDOSO,5715
1313,AP,PT,DALVA FIGUEIREDO,11593
1312,AP,PT,PROFESSORA MARCIVÂNIA,16162
1212,AP,PDT,ROBERTO GÓES,22134
2323,AP,PPS,ALLAN SALES,3093
7777,AL,SD,JHC,135929
4500,AL,PSDB,ROGERIO TEOFILO,47097
4444,AL,PRP,NIVALDO ALBUQUERQUE,66910
2800,AL,PRTB,CICERO ALMEIDA,64435
2266,AL,PR,MAURICIO QUINTELLA,76706
1556,AL,PMDB,CHICO DA CAPIAL,4798
12,AL,PDT,PDT,7394
14,AL,PTB,PTB,16898
28,AL,PRTB,PRTB,1815
77,AL,SD,SD,1473
1580,AL,PMDB,PEDRO GAIA,3864
4599,AL,PSDB,RUFINO,4170
2855,AL,PRTB,ILDO RAFAEL,3782
2500,AL,DEM,CHICO LIMA,2273
2877,AL,PRTB,ADERVAL TENÓRIO,19392
5000,AL,PSOL,PROFESSOR PAULO ROBERTO,1755
23,AL,PPS,PPS,1853
4000,AL,PSB,ALVARO GUIMARÃES,734
7070,AL,PT do B,SHAKTI SAMPAIO - A INDIA,173
2880,AL,PRTB,DR JAILTON COSTA,3227
1510,AL,PMDB,HEMERSON CASADO,15102
4099,AL,PSB,LIGIA DO PONTAL,662
2899,AL,PRTB,CICERA PSICOLOGA,333
1000,AL,PRB,THALES NOVAES,1070
54,AL,PPL,PPL,701
20,AL,PSC,PSC,1924
3131,AL,PHS,JAMINHO,1577
33,AL,PMN,PMN,455
2333,AL,PPS,LUCAS COSTTA,4394
16,AL,PSTU,PSTU,294
1011,AL,PRB,ZEDEQUIAS,1768
1001,AL,PRB,PASTOR LUIZÃO,3194
5444,AL,PPL,SERGIO CABRAL,1045
5005,AL,PSOL,MARIA DA GLÓRIA,109
2777,AL,PSDC,ODILON TENORIO,1159
1560,AL,PMDB,YONARA TENÓRIO,13
3312,AL,PMN,SONIA MARIA,44
1022,AL,PRB,CLIUTON SANTOS,425
2727,AL,PSDC,ALISSON CARDOSO,839
2344,AL,PPS,POLYANNA TEIXEIRA,18
4595,AL,PSDB,VIVIANE RAMOS,72
5578,AL,PSD,JOÃO LYRA,102
3636,AL,PTC,POLYANA NOBRE,23
9001,AP,PROS,PEDRO FILÉ,3565
1321,AP,PT,EMERSON SILVEIRA,719
1414,AP,PTB,EDUARDO SEABRA,2127
2010,AP,PSC,PROFª. AGUIDA BARRIGA,972
2800,AP,PRTB,NASCIMENTO MACHO VELHO,1412
4090,AP,PSB,TENENTE JÚNIOR,1230
4321,AP,PV,NONATO WAZARI,751
4343,AP,PV,GRILO,7918
2828,AP,PRTB,CAMILO S.O.S,629
77,AP,SD,SD,178
2000,AP,PSC,RONALDO BOMBOCADO,541
2012,AP,PSC,EDUARDO HOLANDA,886
5566,AP,PSD,DR. MARVULLI,460
22,AP,PR,PR,443
70,AP,PT do B,PT DO B,364
1213,AP,PDT,ZÉ LUIZ,992
1234,AP,PDT,TENENTE MARIZETE,1324
5013,AP,PSOL,CRISTIANO LUCENA,458
51,AP,PEN,PEN,722
45,TO,PSDB,PSDB,4369
77,TO,SD,SD,10861
90,TO,PROS,PROS,2308
1111,TO,PP,TIAGO ANDRINO,36397
1500,TO,PMDB,JOSI NUNES,53452
1570,TO,PMDB,JUNIOR COIMBRA,43270
2525,TO,DEM,JOÃO OLIVEIRA,37323
3111,TO,PHS,ERIKA AVILA,430
4477,TO,PRP,DR. CHARLLES PITA,589
44,TO,PRP,PRP,911
14,TO,PTB,PTB,1471
1414,TO,PTB,JOSÉ GERALDO,411
2323,TO,PPS,MAX FLEURY,613
21,TO,PCB,PCB,373
20,TO,PSC,PSC,685
7723,TO,SD,LUANA CARVALHO,599
19,TO,PTN,PTN,101
70,TO,PT do B,PT DO B,244
36,TO,PTC,PTC,226
40,AP,PSB,PSB,1249
5021,AP,PSOL,CHIA GOMES,1698
5580,AP,PSD,LEO COSTA,2019
7787,AP,SD,WELLINGTON GÓES,739
3333,AP,PMN,FRAN JUNIOR,809
11,AP,PP,PP,387
1616,AP,PSTU,CLAUDIANE ARAÚJO,1814
2040,AP,PSC,TEN. PM ANTONIO LUIZ,371
