numero_votavel,sigla_uf,nome_partido,nome_votavel,total_votos
6565,MA,PC do B,RUBENS PEREIRA JÚNIOR,118115
1733,MA,PSL,PEREIRINHA,38744
5020,MA,PSOL,ARÚ SANFONEIRO,607
2789,MA,PSDC,JOSUÉ PINHEIRO,14283
3131,MA,PHS,FLORENCIO NETO,11550
1313,MA,PT,FÁBIO GONDIM,15293
1322,MA,PT,RODRIGO COMERCIÁRIO,13375
4444,MA,PRP,IRMÃO MACHADO,3653
4555,MA,PSDB,JOÃO CASTELO,52783
17,MA,PSL,PSL,2754
27,MA,PSDC,PSDC,2788
4321,MA,PV,SARNEY FILHO,91669
1265,MA,PDT,DR LEONARDO SÁ,15947
43,MA,PV,PV,8410
1256,MA,PDT,JANSEN PENHA,1521
5155,MA,PEN,DR. LOURIVAL LIMA,916
1212,MA,PDT,WEVERTON ROCHA,81161
1712,MA,PSL,BATISTA CARVALHAL,1229
1234,MA,PDT,NONATO BALECO,5600
1456,MA,PTB,TEREZINHA DO GUARANÁ,444
1616,MA,PSTU,CLAUDICEA DURANS,5997
4065,MA,PSB,ANA CLAUDIA,360
5115,MA,PEN,PASTOR BEL,16791
2712,MA,PSDC,DR. ADILTON SOUZA SILVA,3089
3612,MA,PTC,JORGE CAMPOS,2748
6512,MA,PC do B,ROSE SALES,33929
4510,MA,PSDB,JOANICE FRAZÃO,864
5151,MA,PEN,ANDRE FUFUCA,56879
1711,MA,PSL,PROFESSORA NEVES,513
1710,MA,PSL,CHICO COELHO,44897
5051,MA,PSOL,ALINE MARIA,1043
5454,MA,PPL,LUIZA LAGO,1742
1415,MA,PTB,RAIMUNDO CARVALHO,12179
1700,MA,PSL,PIRRITA,1486
1770,MA,PSL,CARLOS LOUREIRO,661
6541,MA,PC do B,PEDRO BELO,16208
2019,MA,PSC,ELIJANE CUTRIM,20
1311,MA,PT,ROGÉRIO DO PT,3389
1790,MA,PSL,ELBER CONSTRUÇÃO,588
1900,MA,PTN,SOBRINHO,869
1113,MA,PP,ALANE KELLY,183
9090,MA,PROS,RAIMUNDO FILHO,3722
3616,MA,PTC,ÉZIO ROGÉRIO,793
6515,MA,PC do B,SANCHES,2829
2811,MA,PRTB,F. SILVA,22
1100,MA,PP,FIDEL CASTRO,1268
5123,MA,PEN,CONCITA PINTO,214
1730,MA,PSL,ZEQUINHA DE SANTA BARBARA,78
3611,MA,PTC,DEDÉ LOCUTOR,1143
3380,MA,PMN,FERNANDO SÁ,137
1410,MA,PTB,IVAN DO SABOREAR,6520
1122,MA,PP,BASTOS O ABESTADO,753
1133,MA,PP,CAMBUDE,376
3300,MA,PMN,NALDIA MORENO,485
3310,MA,PMN,IZIANNA PEREIRA,487
2213,MA,PR,JOSE LOPES CARVALHO,1321
1731,MA,PSL,GABRIELLE MARANHAO,723
1422,MA,PTB,PROFESSORA EUNICE,63
2855,MA,PRTB,CHICO CAITANO,356
5423,MA,PPL,GASPAR MORAES,94
1500,MS,PMDB,CARLA STEPHANINI,15505
2345,MS,PPS,WALTER HORA,2887
4040,MS,PSB,TEREZA CRISTINA,75149
7777,MS,SD,ELIZEU DIONIZIO,39074
14,MS,PTB,PTB,1121
22,MS,PR,PR,1555
31,MS,PHS,PHS,574
1010,MS,PRB,PASTOR ISAIAS BITTENCOURT,35054
4500,MS,PSDB,DANIELE SANTOS,12019
5000,MS,PSOL,CACIQUE LADIO VERON,1142
27,MS,PSDC,PSDC,119
2311,MS,PPS,ALDO,2277
2500,MS,DEM,AILTON STROPA,7196
20,MS,PSC,PSC,847
10,MS,PRB,PRB,1310
23,MS,PPS,PPS,760
1111,MS,PP,CAZUZA,11939
1700,MS,PSL,CHINA,3021
25,MS,DEM,DEM,1425
7080,MS,PT do B,NICE,351
1522,MS,PMDB,GEAN VOLPATO,4421
7070,MS,PT do B,ASTRO REZENDE,392
1222,MS,PDT,ALENCAR,1869
1330,MS,PT,WALQUIRIA DO PT,511
4410,MS,PRP,RONILÇO GUERREIRO,4352
19,MS,PTN,PTN,530
3333,MS,PMN,ROSANA DA SAÚDE,2648
2002,MS,PSC,MOURA FÉ,1321
7077,MS,PT do B,ANA PAULA DUTRA,446
6567,MS,PC do B,MARIO FONSECA,2061
1501,MS,PMDB,TONHÃO,7752
4567,MS,PSDB,JORGINHO DO GAS,4059
44,MS,PRP,PRP,640
4580,MS,PSDB,VALDIR CARDOSO,779
1413,MS,PTB,SANDRO MARCELO,359
9090,MS,PROS,FABRÍCIO,9530
2700,MS,PSDC,ODILON DO PRADO,1634
36,MS,PTC,PTC,375
2323,MS,PPS,SILVANA TERENA,1369
1616,MS,PSTU,EDERLON DO PSTU,1083
3121,MS,PHS,SANDRA CARRILHO,436
4455,MS,PRP,TOMAZELLI,86
65,MS,PC do B,PC DO B,315
3140,MS,PHS,CELESTINO GONÇALVES,1468
4513,MS,PSDB,LOURDES ALENCAR,711
3104,MS,PHS,IARA COSTA,1518
4433,MS,PRP,DR. TIDICO,400
1100,MS,PP,ESCOBAR DO POVO,531
1786,MS,PSL,ILZE ROCHA,109
9013,MS,PROS,BODINHO,1491
4022,MS,PSB,MANOEL VITÓRIO,682
2828,MS,PRTB,ANTÔNIO LOBO,509
7005,MS,PT do B,CESAR BILLERBECK,874
4033,MS,PSB,AUXILIADORA MARTINS,257
3190,MS,PHS,SILVIO SANTOS,100
1701,MS,PSL,MARIA DE TERENOS,157
2815,MS,PRTB,MARLON VIEIRA,173
1115,PA,PP,GERSON PERES,62072
1220,PA,PDT,PROF ANTONIO NETO,7487
1300,PA,PT,MILTON ZIMMER,40146
1313,PA,PT,BETO FARO,142970
1321,PA,PT,ZÉ GERALDO,105151
1380,PA,PT,MIRIQUINHO BATISTA,74722
2200,PA,PR,LEONARDO DUTRA VALE,522
20,PA,PSC,PSC,6117
5030,PA,PSOL,KAROLINE RIBEIRO,69
2525,PA,DEM,HÉLIO LEITE,85194
2577,PA,DEM,MARCELO CATALÃO,40889
7799,PA,SD,JOSIAS HIGINO,29882
1211,PA,PDT,VIEIRA,14848
44,PA,PRP,PRP,2168
1717,PA,PSL,IRMÃO DIDI,1742
4530,PA,PSDB,LUZIANE,14976
7788,PA,SD,VALRY MORAES,15867
3390,PA,PMN,DELEGADO FÁBIO,1362
1310,PA,PT,PUTY,57105
25,PA,DEM,DEM,4260
1616,PA,PSTU,CLEBER RABELO,7718
33,PA,PMN,PMN,953
43,PA,PV,PV,2247
4412,PA,PRP,CESAR DO COMÉRCIO,3831
5045,PA,PSOL,CORNÉLIO SANTOS,2216
1020,PA,PRB,MARI DE JESUS,126
1916,PA,PTN,ADIVANILDA,96
7700,PA,SD,DR. CHARLES,4150
4313,PA,PV,LUIS COELHO,457
1712,PA,PSL,IRACELI TAVEIRA,616
5056,PA,PSOL,ADELINO BESSA,984
4099,PA,PSB,MARINHO,2265
4310,PA,PV,MALU,61
2552,PA,DEM,JUNHÃO,735
1516,PA,PMDB,GRACIMAR,1032
9011,PA,PROS,LEIDE,270
1011,PA,PRB,RBERTO GUERRA,305
2312,PA,PPS,FAISAL,13284
1030,PA,PRB,CLAUDIA RIBEIRO,66
1927,PA,PTN,CARLA PANTOJA,35
4577,PA,PSDB,AUXILIADORA ROSA,688
5010,PA,PSOL,MARCIO PINTO,15399
1600,PA,PSTU,BIANCA HOLANDA,174
4535,PA,PSDB,NÉIA CHAVES,810
1223,PA,PDT,WALTINHO MOURA,2229
5066,PA,PSOL,RUI SANTOS,416
5110,PA,PEN,VALDO ANDRADE,1118
4057,PA,PSB,PRADO SÁ,682
2511,PA,DEM,IVONE,131
1255,PA,PDT,CLAUDIA SANTOS,470
5400,PA,PPL,KELLY ANDRADE,269
5005,PA,PSOL,LAÉLIA BORGES,304
5150,PA,PEN,NEIVANE BARATA,71
4477,PA,PRP,KATARYNE,150
7745,PA,SD,PAULO QUADROS,6097
5001,PA,PSOL,HENIO MORAES,141
5155,PA,PEN,CÉLIA DA INTEGRAL,2349
5093,PA,PSOL,PROFESSOR VALTAIR,668
2121,PA,PCB,CARLOS LANCHE,120
1603,PA,PSTU,ROSI PANTOJA,26
1025,PA,PRB,JOSEFA LIMA,10
9009,PB,PROS,SARGENTO XAVIER,3162
10,PB,PRB,PRB,3395
44,PB,PRP,PRP,1672
51,PB,PEN,PEN,4498
55,PB,PSD,PSD,3010
1000,PB,PRB,MAJOR FRANCIMAR,3453
1010,PB,PRB,BISPO JOSÉ LUIZ,30044
1300,PB,PT,BIRA,12258
1515,PB,PMDB,MANOEL JUNIOR,105693
2222,PB,PR,WELLINGTON ROBERTO,104799
2511,PB,DEM,EFRAIM FILHO,103477
2929,PB,PCO,CAMILO SOBREIRA DUARTE,699
4004,PB,PSB,ROBERTO BURITY,2540
4023,PB,PSB,VITAL FARIAS,2953
4040,PB,PSB,EDVALDO ROSAS,50171
4404,PB,PRP,VALERIA,95
4522,PB,PSDB,IRAÊ LUCENA,5353
5555,PB,PSD,RÔMULO GOUVEIA,84820
1234,PB,PDT,BETO MEIRELES,9352
1477,PB,PTB,WALTER BRITO NETO,2299
1522,PB,PMDB,HUGO,123686
90,PB,PROS,PROS,1557
4010,PB,PSB,EVALDO COSTA,11141
5005,PB,PSOL,SÍLVIO CALAÇO,462
14,PB,PTB,PTB,15843
17,PB,PSL,PSL,1920
1445,PB,PTB,CLARIANA,230
1700,PB,PSL,MICHELLE ARAUJO,5721
3345,PB,PMN,BALA BARBOSA,1365
29,PB,PCO,PCO,152
5510,PB,PSD,MARIA PARAÍBA,327
1301,PB,PT,MARIA DAS GRAÇAS,59
4515,PB,PSDB,VIEGAS,1345
3333,PB,PMN,IVANILDO DUNGA,1315
1415,PB,PTB,JOSINATO GOMES,950
5400,PB,PPL,JONATHAS ARRUDA DE ALBUQUERQUE,775
20,PB,PSC,PSC,3583
2345,PB,PPS,ASSIS,3125
4322,PB,PV,PROFESSOR WASHINGTON,1068
4555,PB,PSDB,EDIRCE,526
3699,PB,PTC,ALBERTO MAGNO,182
5477,PB,PPL,MC VAVÁ O AMIGO DO TRÂNSITO,1492
2880,PB,PRTB,MICHELLY FEIJÓ,228
1533,PB,PMDB,JAQUELINE BARBOSA,343
28,PB,PRTB,PRTB,599
5024,PB,PSOL,LILIAN PALMEIRA,87
11,PA,PP,PP,20497
11,PB,PP,PP,5322
13,PA,PT,PT,68161
13,PB,PT,PT,25179
12,MS,PDT,PDT,5352
40,ES,PSB,PSB,12346
96,MS,,NULO,51099
96,PA,,NULO,118038
45,MA,PSDB,PSDB,17103
95,ES,,BRANCO,200025
95,PB,,BRANCO,245880
2020,MT,PSC,PROFESSOR VICTÓRIO GALLI,64691
2214,MT,PR,MURILO DOMINGOS,14363
2290,MT,PR,J. BARRETO,49321
4312,MT,PV,GERUZA CAMARGO,418
4500,MT,PSDB,NILSON LEITÃO,127749
5050,MT,PSOL,PROCURADOR MAURO,84208
9000,MT,PROS,ROGÉRIO SILVA,16116
9090,MT,PROS,VALTENIR PEREIRA,62923
22,MT,PR,PR,26675
25,MT,DEM,DEM,2182
43,MT,PV,PV,1395
55,MT,PSD,PSD,9540
5151,MT,PEN,JAMILSON MOURA,3908
15,MT,PMDB,PMDB,4668
44,MT,PRP,PRP,979
77,MT,SD,SD,775
70,MT,PT do B,PT DO B,242
5512,MT,PSD,ELOI LUIZ DE ALMEIDA,3352
9080,MT,PROS,ADRIANA GOMES,304
20,MT,PSC,PSC,1735
5560,MT,PSD,NELCI,1133
5580,MT,PSD,CHICO CURVO,12914
1510,MT,PMDB,MAURO GARCIA,14435
3133,MT,PHS,BIRA FELIX,1503
1599,MT,PMDB,MAMÃO,5629
31,MT,PHS,PHS,348
5544,MT,PSD,BIA,204
4456,MT,PRP,PEDRO INACIO (PARAGUAI),532
1717,MT,PSL,MARIA PATRICIA DE SOUZA,741
4444,MT,PRP,GISELE LOPES,671
27,MT,PSDC,PSDC,292
3311,MT,PMN,ANGELA,263
6513,MT,PC do B,RARIKAN,1555
3171,MT,PHS,AFONSO MELO 'MACACO TIÃO',419
3131,MT,PHS,LUCIO MANDIOCA,812
5065,MT,PSOL,ROSALVO COSTA,288
5533,MT,PSD,RADAMÉS ALVES,8621
2777,MT,PSDC,WETO SALGADO,1669
3104,MT,PHS,LUCK P. MAMUTE,308
3334,MT,PMN,NEUSA ANAIA,287
3100,MT,PHS,ARNALDO DI PAULA,275
5080,MT,PSOL,WANESA NUNES,80
9070,MT,PROS,EUZIMAR BATISTA,40
1333,DF,PT,JOAQUIM,2317
1410,DF,PTB,GLADSTONE BRASIL,699
1444,DF,PTB,SELMA DA CRIANÇA,3264
1590,DF,PMDB,NEVITON SANGUE BOM,5040
2233,DF,PR,DRA RAQUEL,1702
2777,DF,PSDC,ERIVELTON ALMEIDA,277
2817,DF,PRTB,ST MANOEL SOUZA GASÚ,2489
3111,DF,PHS,NAZZARÉ,936
3320,DF,PMN,JOAQUIM RORIZ,29481
4000,DF,PSB,PROFESSOR PACCO,27966
4544,DF,PSDB,LEAL,5083
5555,DF,PSD,ROGÉRIO ROSSO,93653
6565,DF,PC do B,MESSIAS,6713
12,DF,PDT,PDT,13281
13,DF,PT,PT,18635
43,DF,PV,PV,2083
1201,DF,PDT,FLÁVIO WERNECK,9327
1218,DF,PDT,SÍLVIO DOS SANTOS,75
1233,DF,PDT,ROBERTO RABELLO,1608
1310,DF,PT,RAFAEL BARBOSA,26399
2323,DF,PPS,CHICO ANDRADE,2636
4080,DF,PSB,FLAVIO BREBIS,912
4455,DF,PRP,ADALBERTO MONTEIRO,5653
4524,DF,PSDB,TENENTE ALBERTO,1438
15,DF,PMDB,PMDB,2417
1415,DF,PTB,LURI SAEKI,607
1280,DF,PDT,EDNA RAMOS,706
1500,DF,PMDB,MAURO ROGÉRIO,2007
10,DF,PRB,PRB,1946
44,DF,PRP,PRP,1194
54,DF,PPL,PPL,1131
14,DF,PTB,PTB,6317
5019,DF,PSOL,GRAÇA MEDEIROS,163
2719,DF,PSDC,CABO ROBERTSON,2135
5077,DF,PSOL,INOCÊNCIO CALTAGIRONI,397
5444,DF,PPL,LÉO MOURA,3294
1600,DF,PSTU,EDSON,367
5021,DF,PSOL,AMINTAS ROCHA,572
21,DF,PCB,PCB,313
25,DF,DEM,DEM,1599
23,DF,PPS,PPS,1365
4099,DF,PSB,JOYCE MATIAS,2033
11,DF,PP,PP,1480
2020,DF,PSC,DANIEL LEMOS,1558
1700,DF,PSL,AMILTON SILVA,797
3677,DF,PTC,MARIA IVONEIDE,181
33,DF,PMN,PMN,655
5034,DF,PSOL,DIVINO ROCHA,306
2720,DF,PSDC,CASSIANO,566
1400,DF,PTB,MAURO FERRAZZA,365
7007,DF,PT do B,RICK,255
3171,DF,PHS,REJANE SOARES DOS ANJOS,272
36,DF,PTC,PTC,458
27,DF,PSDC,PSDC,142
7707,DF,SD,EUNICE,238
3650,MA,PTC,SAMIA,151
3621,MA,PTC,MARCELLO,1016
2788,MA,PSDC,WARLLY,155
1412,MA,PTB,JULIO GONDIM,581
2833,MA,PRTB,LAMPARINA,838
6536,MA,PC do B,ZENI,250
2810,MA,PRTB,PAULO PESSOA,206
2147,MA,PCB,ALUISIO MELO,346
1744,MA,PSL,JEOVA ALVES,10755
5537,MA,PSD,LENNY,5
9090,BA,PROS,MAURICIO TRINDADE,46555
50,BA,PSOL,PSOL,11321
1010,BA,PRB,MÁRCIO MARINHO,117470
1012,BA,PRB,TIA ERON,116912
1144,BA,PP,RONALDO CARLETTO,148628
1303,BA,PT,LUIZ ALBERTO,48531
1350,BA,PT,ROBINSON ALMEIDA,64265
1400,BA,PTB,BENITO GAMA,71372
1518,BA,PMDB,LUCIO VIEIRA LIMA,222164
2222,BA,PR,JOSÉ ROCHA,101663
2345,BA,PPS,SINVAL,1566
2522,BA,DEM,CLAUDIO CAJADO,89118
2526,BA,DEM,PAULO AZI,110662
2577,BA,DEM,CLÁUDIO TABOADA,13245
2580,BA,DEM,GERSON GABRIELLI,16908
2815,BA,PRTB,PROFESSORA CREMILDA,392
3602,BA,PTC,FRANCISCO DA HORA,132
4545,BA,PSDB,JUTAHY MAGALHÃES,108476
4550,BA,PSDB,GUILHERME VIANNA,426
5010,BA,PSOL,INDIO DO PSOL,1035
5133,BA,PEN,BASSUMA,18063
5155,BA,PEN,RUDIVAL SANTOS,600
2828,BA,PRTB,MILTON GRAMACHO,200
4310,BA,PV,ROBSON PASSOS,1617
5060,BA,PSOL,PROFº NEWTON JUNIOR,3599
7025,BA,PT do B,NAYANA GUSMÃO,4857
1336,BA,PT,YULO,56507
1777,BA,PSL,ADILSON SILVA,6268
2020,BA,PSC,IRMÃO LAZARO,161438
4012,BA,PSB,CREUZA,6870
4080,BA,PSB,JOSEPH BANDEIRA,33478
4323,BA,PV,MARCELO BOTELHO,2428
51,BA,PEN,PEN,2407
1111,BA,PP,MÁRIO NEGROMONTE JR,169215
1234,BA,PDT,FELIX JR,130583
2288,BA,PR,JOÃO BACELAR,111643
4000,BA,PSB,NADJARA REGIS,8394
4467,BA,PRP,PASTOR SANTANA,1216
19,BA,PTN,PTN,10134
1123,BA,PP,ROBERTO BRITTO,110822
2030,BA,PSC,CLAUDIO NASCIMENTO,987
2514,BA,DEM,SILVIO CEGO,1320
7777,BA,SD,LUIZ ARGOLO,63649
2822,BA,PRTB,ADILSON BRANDAO,1085
4500,BA,PSDB,"PROF. MOISÉS, O HOMEM-ARANHA",2370
5000,BA,PSOL,JOÃO DANTAS,2735
2525,BA,DEM,RUI DANTAS,4153
4313,BA,PV,EDIGAR MÃO BRANCA,22398
5040,BA,PSOL,PROFESSOR CHRISTIANO,595
5033,BA,PSOL,MARCIO FEITOSA,3528
1322,BA,PT,WALDENOR PEREIRA,114965
1526,BA,PMDB,KLEBER BOCÃO,136
2340,BA,PPS,FREDERICO FERRAZ,1848
2570,BA,DEM,ZÉ CHICO,55170
4312,BA,PV,WELITON SOARES,1229
4400,BA,PRP,ABILIO SANTANA,34124
1222,BA,PDT,CESINHA,1299
5050,BA,PSOL,FRANDERRAK,3209
7077,BA,PT do B,RADIALISTA MARIO LUCIO,1722
1213,BA,PDT,NALVA SAMPAIO,1384
1231,BA,PDT,NIVALDO TEIXEIRA,1560
16,BA,PSTU,PSTU,2424
28,BA,PRTB,PRTB,1457
4077,BA,PSB,TADEU CORREIA,1199
5138,BA,PEN,ALVIR SILVA,3141
1900,BA,PTN,MARIEDSON PASSOS,817
44,BA,PRP,PRP,7897
5090,BA,PSOL,JAMERSON SANTOS,5713
1540,BA,PMDB,BETO LELIS,9477
4450,BA,PRP,ANTONIO SINVAL,160
2044,BA,PSC,NALDO MAGALHÃES,670
2864,BA,PRTB,DARIO CASTRO,387
4455,BA,PRP,LUCIANO  CAPISTRANO,698
4480,BA,PRP,JANDIRA RODRIGUES,290
2550,BA,DEM,PROFESSORA MAURINA,364
2521,BA,DEM,LILIANE ANDRADE,88
1250,BA,PDT,PATRICIA MORELLI,694
5059,BA,PSOL,MAIARA SANTOS,80
5011,BA,PSOL,ZÉ CARLOS VETERINÁRIO,575
5099,BA,PSOL,SIDINEA PEDREIRA,2512
1713,BA,PSL,FLORIS ALUP,397
1963,BA,PTN,NEREU DO GAS,5410
3604,BA,PTC,IRMÃ JACIARA,71
5190,BA,PEN,SARGENTO JOEL,5883
5021,BA,PSOL,PROFESSOR JOILSON,1523
77,BA,SD,SD,6241
4005,BA,PSB,IVANILDES VAZ,159
7047,BA,PT do B,EDSON NUNES,88
2562,BA,DEM,LUIZA COSTA,431
2830,BA,PRTB,LOURIVAL GREGORIO,174
1305,BA,PT,LEILA CARLA,244
3166,BA,PHS,BARBARA REHEM,122
4325,BA,PV,ZE DO QUIM,1376
7000,BA,PT do B,RILDO,132
2808,BA,PRTB,FRANCINEIDE DE OLIVEIRA,48
1593,BA,PMDB,ROBERTO PINA,1207
5132,BA,PEN,ENGEDI OLIVEIRA,176
7789,BA,SD,SELMA OLIVEIRA,318
4434,BA,PRP,EDSON ROBERTO,264
5051,BA,PSOL,PROFº DAMIÃO,1944
2707,BA,PSDC,RUBENS FILHO,420
5119,BA,PEN,RAIMUNDO,609
4545,PE,PSDB,DANIEL COELHO,138825
5022,PE,PSOL,FABIANA HONORIO,1174
5555,PE,PSD,ANDRE DE PAULA,100875
6540,PE,PC do B,CADOCA,41226
1310,PE,PT,JOÃO DA COSTA,63060
1311,PE,PT,MOZART SALES,73967
1314,PE,PT,PEDRO EUGÊNIO,61025
1333,PE,PT,DILSON PEIXOTO,38552
1400,PE,PTB,ZECA CAVALCANTI,97057
1717,PE,PSL,LUCIANO BIVAR,24840
2020,PE,PSC,SILVIO COSTA,103461
2323,PE,PPS,RAUL JUNGMANN,36866
2793,PE,PSDC,CRISTOVAM BOMBEIRO,4102
3100,PE,PHS,BELARMINO SOUSA,18355
4000,PE,PSB,GONZAGA PATRIOTA,101452
4050,PE,PSB,PASTOR EURICO,233762
4321,PE,PV,ROBERTO LEANDRO,8042
1112,PE,PP,ROBERVAL  GOIS DO CONSENSUS,6080
2899,PE,PRTB,SERGIO CUNHA,413
36,PE,PTC,PTC,906
2707,PE,PSDC,SAMUEL OBAMA,1617
2828,PE,PRTB,CANTOR J NETO,7940
3131,PE,PHS,INALDO SATILINO,4497
1444,PE,PTB,ADALBERTO CAVALCANTI,99912
2111,PE,PCB,JERONIMO NEIVA ONQUINHA NOVAES,1573
1700,PE,PSL,CARLOS LAPA,23448
1740,PE,PSL,JONAS PEREIRA,1321
17,PE,PSL,PSL,3119
90,PE,PROS,PROS,1413
43,PE,PV,PV,2574
1600,PE,PSTU,JOSÉ MARIANO,341
5055,PE,PSOL,PAULO CAMELO,4436
16,PE,PSTU,PSTU,1197
23,PE,PPS,PPS,3510
31,PE,PHS,PHS,3461
4444,PE,PRP,PASTOR ROBSON RODRIGUES,2655
1435,PE,PTB,EVALDO AMORIM,246
1300,PE,PT,JOAO ALFREDO,3955
70,PE,PT do B,PT DO B,866
1456,PE,PTB,GILSON MUNIZ,3746
1993,PE,PTN,MURILO VIEIRA,2542
1999,PE,PTN,A MÁQUINA,2106
4055,PE,PSB,RAFAEL PREQUÉ,9090
4077,PE,PSB,MALBA BENVINDO,1125
4530,PE,PSDB,GUILHERME COELHO,18962
1240,PE,PDT,BALAZINHA ROSENDO,251
19,PE,PTN,PTN,1588
1477,PE,PTB,MARCELO MAFRA,1133
1377,PE,PT,DR. FABIO FLORENTINO,3668
4445,PE,PRP,PASTOR JOAB,3109
1001,PE,PRB,ALINE BELO,218
1415,PE,PTB,GLAURIA LEITE,166
1004,PE,PRB,JACQUELINE SOUZA,116
1702,PE,PSL,MARIA RITA,216
1470,PE,PTB,ELIZABETE VIEIRA,178
1919,PE,PTN,ELISEU LOPES,320
3355,PE,PMN,WILSON DA PRESTAÇÃO,896
3372,PE,PMN,JOSEFA RAMOS,14
2133,PE,PCB,SILVIA LEOCADIO,35
1022,PE,PRB,SIMONE SILVA,59
1006,PE,PRB,WALERIA ALMEIDA,14
5440,PE,PPL,CIDA,101
43,RS,PV,PV,7613
55,RS,PSD,PSD,4223
1412,RS,PTB,SÉRGIO MORAES,115155
1520,RS,PMDB,MÁRCIO BIOLCHI,119190
1577,RS,PMDB,MAURO PEREIRA,40503
2522,RS,DEM,ONYX LORENZONI,148302
4509,RS,PSDB,ELISABETE FELICE,15920
4545,RS,PSDB,NELSON MARCHEZAN JUNIOR,119375
5002,RS,PSOL,BERNARDO CORREA,11763
5115,RS,PEN,TATI MARTINS,382
5501,RS,PSD,DANRLEI DE DEUS GOLEIRO,158973
5556,RS,PSD,WAMBERT DI LORENZO,13074
1011,RS,PRB,CARLOS GOMES,92323
1100,RS,PP,MANO CHANGES,59923
1133,RS,PP,JERÔNIMO GOERGEN,115173
1212,RS,PDT,POMPEO DE MATTOS,91849
1255,RS,PDT,MARIA ANGELICA,632
1351,RS,PT,PAULO FERREIRA,43787
1127,RS,PP,AMINIE  JARDIM,1455
6556,RS,PC do B,JANICE NUNES,1973
1144,RS,PP,LUIZ CARLOS HEINZE,162462
1320,RS,PT,BOHN GASS,100841
1588,RS,PMDB,MARA PIERDONÁ,648
4040,RS,PSB,MAURO LOCATELLI,2896
4343,RS,PV,MÁRCIO SOUZA,10038
5123,RS,PEN,JOÃO ALBERTO,1744
7711,RS,SD,CLAUDIO JANTA,45559
1555,RS,PMDB,JULIO CESAR,16421
1145,RS,PP,ÂNGELA FACHINELLO,5187
4500,RS,PSDB,FILIPE TOLEDO,2507
21,RS,PCB,PCB,1567
1566,RS,PMDB,JONES MARTINS,17749
1211,RS,PDT,AILTON GOULARTE,1772
1171,RS,PP,VALDIR DO E.T.,1325
1123,RS,PP,RONNIE MELLO,27929
5121,RS,PEN,ALINE DE CONTO,575
1265,RS,PDT,SILVIA DANIELA,190
2055,RS,PSC,MARILZA MARTINS,52
4035,RS,PSB,DILL,1649
4513,RS,PSDB,PAULO ADIR FERREIRA,685
7070,RS,PT do B,SARAPIO,3539
1277,RS,PDT,JAQUELINE MARQUES,3928
4004,RS,PSB,TERESINHA VALDUGA,4805
2077,RS,PSC,VILMAR DE SOUZA,390
1578,RS,PMDB,SERGIO MOTTA,8342
4444,RS,PRP,LUANA PEREIRA,812
1525,RS,PMDB,SERGIO FERRARI,1361
2360,RS,PPS,PEDRO DANELI,8475
2014,RS,PSC,VOLMAR COSTA,822
33,RS,PMN,PMN,903
4078,RS,PSB,REGINALDO ROCHA,3105
22,RS,PR,PR,2816
1455,RS,PTB,RAFÃO OLIVEIRA,7028
1600,RS,PSTU,BRADIMIR DA SILVA,1243
51,RS,PEN,PEN,872
1413,RS,PTB,PROFESSOR GUSTAVO,1302
5020,RS,PSOL,PAULA ALVES,1564
5005,RS,PSOL,PROF. ALEX FRAGA,3303
1130,RS,PP,IVANA FIZINA,939
1015,RS,PRB,PHILIPPSEN,746
5057,RS,PSOL,ELIANE CARMANIM LIMA,1543
4512,RS,PSDB,PATRICIA FISCHBORN,1601
1569,RS,PMDB,CARLA MARTINS,396
5168,RS,PEN,PERDONCINI,294
1227,RS,PDT,EDISON LAGO,619
36,RS,PTC,PTC,566
1223,RS,PDT,MIGUELINA VECCHIO,7505
1540,RS,PMDB,MARIVANA ARGENTO,511
1323,RS,PT,CLAUDIA KOHLER,2187
1411,RS,PTB,ELTON PRIMOROSA,4413
1505,RS,PMDB,MARIA CORREA,755
2834,RS,PRTB,BARRERITO GAÚCHO DAS CUIAS,298
4099,RS,PSB,BELÔ,5097
6541,RS,PC do B,PROFESSOR JORGE XAVIER,435
2022,RS,PSC,TEÓLOGO EDER NEVES LEAL,1074
1268,RS,PDT,VERA D'AVILA,128
4550,RS,PSDB,DR. CARLOS SZULCSEWSKI,22839
5013,RS,PSOL,TIAGO AIRES,1290
1499,RS,PTB,DR CARLOS ARPINI,3819
5099,RS,PSOL,GULY MARCHANT,1055
5009,RS,PSOL,ANA LAUX,1304
1250,RS,PDT,SILVIO RIBEIRO,2932
4066,RS,PSB,PROFE MARIA AMELIA ROSTIROLLA,594
5133,RS,PEN,CARLOS SCHNEIDER,1045
5026,RS,PSOL,ALMERINDO CUNHA,663
4019,RS,PSB,TENENTE EBLING,772
5515,RS,PSD,PROFESSOR ALEX BARETA,717
5055,RS,PSOL,LUAN BADIA,3610
5111,RS,PEN,JOÃO FERNANDO,249
2829,RS,PRTB,JURANDIR PUBLICITARIO,410
4420,RS,PRP,CRISTIAN ROGERS S. D.,388
3613,RS,PTC,ADAIR SOUZA,927
5003,RS,PSOL,IZOLETE CUNHA,152
5040,RS,PSOL,JOAO EZEQUIEL,774
2813,RS,PRTB,SINVAL SILVEIRA,235
5043,RS,PSOL,GERSON ROLIM,166
4025,RS,PSB,CLOVIS,1388
1017,RS,PRB,DAIANA RIOS,393
5088,RS,PSOL,SONIA CIARLO,505
